Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.5564401889648337,0.041072709513719004,0.5416907724108051,0.10847141079105009,14.777204292594101,0.5405520840577144
2,0.20882315977299973,0.026592536212557638,0.8116374931822227,0.02262820992087186,16.486046871850444,0.5982312996974818
3,0.3982788590169224,0.02936638091994391,0.7278123005746014,0.13656714795417818,16.158983739213355,0.5907263690842965
4,0.2949179031702762,0.024908735189602543,0.7666926226374757,0.07488706859547424,16.00811779564804,0.564000290545143
5,0.341360820581207,0.02443559875251345,0.7036604293985956,0.04895294354060341,16.115301073620948,0.5924345631564585
6,0.0010506452936920872,0.022462299007279477,0.9993569370383514,0.0004224480025276573,16.676476518853583,0.6281560534724114
7,0.010042047086439696,0.022242557585214078,0.9963681386783553,0.012963558124049791,11.299774621290737,0.3747404717577773
8,0.007093730339493484,0.022565401170475757,0.9966096605225988,0.0067996752453683956,16.71263524433594,0.6242847149207846
9,0.00041030357141712693,0.022905731694188733,0.9998411045439652,0.00041369028362984734,16.73511084531426,0.6271557267374186
10,3.4078795261829955e-05,0.02174255211288562,0.9999867327430652,3.291586800389121e-05,16.850431760926885,0.6400655051238353
11,9.562245552263347e-06,0.021309442728007267,0.9999906770645681,1.829181023533631e-07,16.829174111817487,0.6371178951417727
12,7.801799425574968e-06,0.021129161986540124,0.999992704337085,1.180292823121518e-06,16.92935317005379,0.6480375084349407
13,5.470974598237577e-06,0.02104491458710297,0.9999956542257227,2.8562306320642835e-06,16.853211767997067,0.6533581987801076
14,0.00044989114761830376,0.025168749359055956,0.9997919284242567,0.00041886415407365625,16.30138659032173,0.5957715965760775
15,5.346465627603284e-06,0.022356559305888517,0.9999947249116119,1.1399114409086146e-07,16.801757765883274,0.6388192472477795
16,2.5686824043262203e-05,0.02153427622195107,0.9999963378526555,8.255749150061597e-05,16.769178168708933,0.6366060091831988
17,7.710438700565354e-06,0.02118365083466737,0.9999923017430926,6.2958200593938025e-09,16.780023833293114,0.6412079508966593
18,2.4590423695091684e-06,0.021021182628589614,0.9999975761488831,1.0142406156812925e-08,16.934597285678738,0.6484361298148965
19,1.083408238285442e-06,0.02096399507511411,0.9999989796124237,3.796319174865265e-08,16.94142515159574,0.6485710059800078
20,7.332545690341897e-07,0.020830290097570956,0.9999993040223151,9.031517827273629e-08,16.989090997011306,0.6608526744275103
21,2.439517734916409e-06,0.024330397469725755,0.9999990958566795,9.692809463285752e-07,16.575296665014243,0.6199831578826108
22,1.4652418579120074e-06,0.021991798785852012,0.9999992494144988,5.742638910842273e-07,16.78526721513736,0.6406608180735952
23,0.001743704628710939,0.022233605319499927,0.9993811221522488,0.002525025534545334,16.291910850395453,0.6199464071269821
24,0.4647984153868381,0.021990029673753082,0.6127053443654082,0.08267840114341943,16.817274142620388,0.6487661184373629
25,0.00015411540434413567,0.02125698508583279,0.9999429621359013,4.806120317357253e-05,16.807713082141674,0.6535955817938349
26,3.7929949778931795e-06,0.02105250205636995,0.9999997802035395,2.075124127457409e-06,16.75638701891691,0.6541051855913532
27,1.201423232753027e-06,0.020977541829644435,0.9999997139915623,6.334222373685274e-07,16.98346239051725,0.6604716848854232
28,2.7761763786001087e-06,0.02078112142710979,0.9999992614292849,1.7520124223646232e-06,17.009711558500257,0.6617748838003593
29,2.0489996579513625e-06,0.020716628519865016,0.9999994395872854,1.2395520614490592e-06,16.874036257030788,0.654857611544197
30,3.922165761711341e-06,0.02071496495393603,0.9999997392476773,2.579650069640447e-06,17.012120204720425,0.6626479509727939
31,7.044016512588648e-06,0.02055886498530494,0.9999986232004322,5.2978616870701345e-06,17.044435690671737,0.6676213603303427
32,1.5035616190496523e-05,0.020546535951080972,0.9999971071509328,1.7095297458187217e-05,17.06819789347539,0.6678170797720334
33,6.548943195251406e-06,0.02048801856545917,0.9999983467483623,1.832242355192666e-05,17.081339008548817,0.6687945804167889
34,1.9682088202979014e-05,0.020466145618295503,0.9999981477551334,3.0787399874187415e-06,17.073410360065907,0.6701503111823367
35,0.0003476472851942926,0.020484294169903643,0.9998615821551006,0.00038923817403747045,16.96807936869599,0.6632565464007829
36,6.672377627819987e-05,0.020426855875593963,0.9999751725563308,2.442886747526299e-06,17.049933591975627,0.6698585361428948
37,6.953631596784563e-06,0.020357382508194584,0.9999999597267355,4.373009176879155e-06,17.101350879089175,0.6712226027362282
38,5.155154020243841e-07,0.02031580387907388,0.999999901023333,1.6159215184077358e-06,16.670688201079628,0.6652610878854803
39,6.884137951517609e-07,0.0202231350677901,0.9999997645037924,3.220041804348355e-07,6.741776093420155,0.33239589841231426
40,0.014976321141778175,0.022195029066547443,0.9936373313787085,0.01528109102464557,17.04008809689387,0.6647651249033424
